tax_order,tax_suborder,tax_greatgroup,tax_subgroup
vertisols,aquerts,dystraquerts,aeric dystraquerts
vertisols,aquerts,dystraquerts,sulfaqueptic dystraquerts
vertisols,aquerts,endoaquerts,typic endoaquerts
vertisols,aquerts,endoaquerts,ustic endoaquerts
vertisols,aquerts,endoaquerts,halic endoaquerts
vertisols,aquerts,endoaquerts,sodic endoaquerts
vertisols,aquerts,endoaquerts,aridic endoaquerts
vertisols,aquerts,endoaquerts,chromic endoaquerts
vertisols,aquerts,endoaquerts,entic endoaquerts
vertisols,aquerts,endoaquerts,xeric endoaquerts
vertisols,aquerts,endoaquerts,leptic endoaquerts
vertisols,aquerts,endoaquerts,aeric endoaquerts
vertisols,aquerts,epiaquerts,typic epiaquerts
vertisols,aquerts,epiaquerts,ustic epiaquerts
vertisols,aquerts,epiaquerts,halic epiaquerts
vertisols,aquerts,epiaquerts,sodic epiaquerts
vertisols,aquerts,epiaquerts,aridic epiaquerts
vertisols,aquerts,epiaquerts,chromic epiaquerts
vertisols,aquerts,epiaquerts,entic epiaquerts
vertisols,aquerts,epiaquerts,xeric epiaquerts
vertisols,aquerts,epiaquerts,leptic epiaquerts
vertisols,aquerts,epiaquerts,aeric epiaquerts
vertisols,aquerts,natraquerts,typic natraquerts
vertisols,aquerts,salaquerts,typic salaquerts
vertisols,aquerts,salaquerts,ustic salaquerts
vertisols,aquerts,salaquerts,aridic salaquerts
vertisols,aquerts,salaquerts,chromic salaquerts
vertisols,aquerts,salaquerts,entic salaquerts
vertisols,aquerts,salaquerts,leptic salaquerts
vertisols,aquerts,sulfaquerts,typic sulfaquerts
vertisols,aquerts,sulfaquerts,salic sulfaquerts
vertisols,aquerts,sulfaquerts,sulfic sulfaquerts
vertisols,cryerts,haplocryerts,typic haplocryerts
vertisols,cryerts,haplocryerts,sodic haplocryerts
vertisols,cryerts,haplocryerts,chromic haplocryerts
vertisols,cryerts,humicryerts,typic humicryerts
vertisols,cryerts,humicryerts,sodic humicryerts
vertisols,torrerts,calcitorrerts,typic calcitorrerts
vertisols,torrerts,calcitorrerts,petrocalcic calcitorrerts
vertisols,torrerts,calcitorrerts,chromic calcitorrerts
vertisols,torrerts,calcitorrerts,entic calcitorrerts
vertisols,torrerts,calcitorrerts,leptic calcitorrerts
vertisols,torrerts,gypsitorrerts,typic gypsitorrerts
vertisols,torrerts,gypsitorrerts,chromic gypsitorrerts
vertisols,torrerts,haplotorrerts,typic haplotorrerts
vertisols,torrerts,haplotorrerts,halic haplotorrerts
vertisols,torrerts,haplotorrerts,sodic haplotorrerts
vertisols,torrerts,haplotorrerts,chromic haplotorrerts
vertisols,torrerts,haplotorrerts,entic haplotorrerts
vertisols,torrerts,haplotorrerts,leptic haplotorrerts
vertisols,torrerts,salitorrerts,typic salitorrerts
vertisols,torrerts,salitorrerts,aquic salitorrerts
vertisols,torrerts,salitorrerts,chromic salitorrerts
vertisols,torrerts,salitorrerts,entic salitorrerts
vertisols,torrerts,salitorrerts,leptic salitorrerts
vertisols,uderts,dystruderts,typic dystruderts
vertisols,uderts,dystruderts,oxyaquic dystruderts
vertisols,uderts,dystruderts,aquic dystruderts
vertisols,uderts,dystruderts,chromic dystruderts
vertisols,uderts,dystruderts,entic dystruderts
vertisols,uderts,dystruderts,leptic dystruderts
vertisols,uderts,hapluderts,typic hapluderts
vertisols,uderts,hapluderts,lithic hapluderts
vertisols,uderts,hapluderts,oxyaquic hapluderts
vertisols,uderts,hapluderts,aquic hapluderts
vertisols,uderts,hapluderts,chromic hapluderts
vertisols,uderts,hapluderts,entic hapluderts
vertisols,uderts,hapluderts,leptic hapluderts
vertisols,usterts,calciusterts,typic calciusterts
vertisols,usterts,calciusterts,udic calciusterts
vertisols,usterts,calciusterts,halic calciusterts
vertisols,usterts,calciusterts,petrocalcic calciusterts
vertisols,usterts,calciusterts,sodic calciusterts
vertisols,usterts,calciusterts,aridic calciusterts
vertisols,usterts,calciusterts,chromic calciusterts
vertisols,usterts,calciusterts,entic calciusterts
vertisols,usterts,calciusterts,leptic calciusterts
vertisols,usterts,calciusterts,lithic calciusterts
vertisols,usterts,dystrusterts,typic dystrusterts
vertisols,usterts,dystrusterts,udic dystrusterts
vertisols,usterts,dystrusterts,lithic dystrusterts
vertisols,usterts,dystrusterts,aquic dystrusterts
vertisols,usterts,dystrusterts,aridic dystrusterts
vertisols,usterts,dystrusterts,chromic dystrusterts
vertisols,usterts,dystrusterts,entic dystrusterts
vertisols,usterts,dystrusterts,leptic dystrusterts
vertisols,usterts,gypsiusterts,typic gypsiusterts
vertisols,usterts,gypsiusterts,udic gypsiusterts
vertisols,usterts,gypsiusterts,halic gypsiusterts
vertisols,usterts,gypsiusterts,lithic gypsiusterts
vertisols,usterts,gypsiusterts,sodic gypsiusterts
vertisols,usterts,gypsiusterts,aridic gypsiusterts
vertisols,usterts,gypsiusterts,chromic gypsiusterts
vertisols,usterts,gypsiusterts,entic gypsiusterts
vertisols,usterts,gypsiusterts,leptic gypsiusterts
vertisols,usterts,haplusterts,typic haplusterts
vertisols,usterts,haplusterts,udic haplusterts
vertisols,usterts,haplusterts,gypsic haplusterts
vertisols,usterts,haplusterts,halic haplusterts
vertisols,usterts,haplusterts,lithic haplusterts
vertisols,usterts,haplusterts,petrocalcic haplusterts
vertisols,usterts,haplusterts,sodic haplusterts
vertisols,usterts,haplusterts,aridic haplusterts
vertisols,usterts,haplusterts,aridic leptic haplusterts
vertisols,usterts,haplusterts,calcic haplusterts
vertisols,usterts,haplusterts,chromic haplusterts
vertisols,usterts,haplusterts,chromic udic haplusterts
vertisols,usterts,haplusterts,entic haplusterts
vertisols,usterts,haplusterts,entic udic haplusterts
vertisols,usterts,haplusterts,leptic haplusterts
vertisols,usterts,haplusterts,leptic udic haplusterts
vertisols,usterts,salusterts,typic salusterts
vertisols,usterts,salusterts,lithic salusterts
vertisols,usterts,salusterts,sodic salusterts
vertisols,usterts,salusterts,aquic salusterts
vertisols,usterts,salusterts,aridic salusterts
vertisols,usterts,salusterts,chromic salusterts
vertisols,usterts,salusterts,entic salusterts
vertisols,usterts,salusterts,leptic salusterts
vertisols,xererts,calcixererts,typic calcixererts
vertisols,xererts,calcixererts,petrocalcic calcixererts
vertisols,xererts,calcixererts,aridic calcixererts
vertisols,xererts,calcixererts,chromic calcixererts
vertisols,xererts,calcixererts,entic calcixererts
vertisols,xererts,calcixererts,leptic calcixererts
vertisols,xererts,calcixererts,lithic calcixererts
vertisols,xererts,durixererts,typic durixererts
vertisols,xererts,durixererts,udic durixererts
vertisols,xererts,durixererts,halic durixererts
vertisols,xererts,durixererts,haplic durixererts
vertisols,xererts,durixererts,sodic durixererts
vertisols,xererts,durixererts,aridic durixererts
vertisols,xererts,durixererts,chromic durixererts
vertisols,xererts,durixererts,aquic durixererts
vertisols,xererts,haploxererts,typic haploxererts
vertisols,xererts,haploxererts,udic haploxererts
vertisols,xererts,haploxererts,halic haploxererts
vertisols,xererts,haploxererts,lithic haploxererts
vertisols,xererts,haploxererts,sodic haploxererts
vertisols,xererts,haploxererts,aquic haploxererts
vertisols,xererts,haploxererts,aridic haploxererts
vertisols,xererts,haploxererts,chromic haploxererts
vertisols,xererts,haploxererts,entic haploxererts
vertisols,xererts,haploxererts,leptic haploxererts
